Metric,Value
Inflation_mean,3.5381990585229586
Debt_mean,46.81681599143745
Exchange_mean,10.03689265694084
Reserves_mean,36730804755.2708
Inflation_trend,-5.1058849330369025
Debt_trend,-4.195958410123296
Exchange_trend,-0.18906688029771956
Reserves_trend,806205935.0370026
