Feature,Importance
Exchange_trend,0.15414017559794127
Exchange_mean,0.13779140175597943
Debt_trend,0.08363608840448077
Debt_mean,0.148312140478353
Reserves_trend,0.15459430820466244
Reserves_mean,0.07633212231304873
Inflation_trend,0.15917347865576748
Inflation_mean,0.08602028458976686
